seuil,code,classe,famille,points,proches,pct
25,GN N0003 1-1188,RN,GN N*,40,40,100.0
25,GN N0001 9-1576,RN,GN N*,63,63,100.0
25,GN N0033 1-1277,RN,GN N*,101,101,100.0
25,GN N0005 3-1452,RN,GN N*,31,31,100.0
25,GN N0001 7-1480,RN,GN N*,75,75,100.0
25,GN N0001 3-1224,RN,GN N*,12,12,100.0
25,GN N0002 1-1097,RN,GN N*,78,78,100.0
25,GN N0001 8-1290,RN,GN N*,87,87,100.0
25,GN N0016 1,RN,GN N*,72,72,100.0
25,GN N0022 3-1351,RN,GN N*,44,44,100.0
25,RN33-OSM-8,RN,*-OSM-*,3,3,100.0
25,GN N0005 1-1164,RN,GN N*,80,80,100.0
25,GN N0021 1,RN,GN N*,23,23,100.0
25,GN N0001 3-1065,RN,GN N*,20,20,100.0
25,GN N0012 1-1515,RN,GN N*,143,143,100.0
25,RN30-OSM-35,RN,*-OSM-*,5,5,100.0
25,GN N0002 1-1531,RN,GN N*,74,74,100.0
25,RN4-OSM-6,RN,*-OSM-*,3,3,100.0
25,GN N0028 2-1472,RN,GN N*,52,52,100.0
25,GN N0005 4-1316,RN,GN N*,54,54,100.0
25,GN N0002 1-1101,RN,GN N*,55,55,100.0
25,DI 814-w1097249164,RU,autre,1,1,100.0
25,GN N0002 7-1254,RN,GN N*,73,73,100.0
25,GN N0027 1-1318,RN,GN N*,33,33,100.0
25,DI 814-w140785577,RU,autre,2,2,100.0
25,GN N0001 6,RN,GN N*,73,73,100.0
25,GN N0026 1-1410,RN,GN N*,77,77,100.0
25,RES-583,RR,RES-*,1,1,100.0
25,GN N0028 1-1231,RN,GN N*,68,68,100.0
25,GN N0006 2-1218,RN,GN N*,58,58,100.0
25,MA. 500,RU,autre,7,7,100.0
25,GN N0010 1,RN,GN N*,19,19,100.0
25,RN22-OSM-13,RN,*-OSM-*,53,53,100.0
25,RN5-OSM-88,RN,*-OSM-*,1,1,100.0
25,GN N0001 3-1064,RN,GN N*,34,34,100.0
25,GN N0008 1-1345,RN,GN N*,40,40,100.0
25,GN N0001 4-1079,RN,GN N*,25,25,100.0
25,GN N0034 2,RN,GN N*,84,84,100.0
25,RN25-OSM-5,RN,*-OSM-*,95,95,100.0
25,GN N0030 2,RN,GN N*,43,43,100.0
25,GN N0001 4-1077,RN,GN N*,33,33,100.0
25,GN N0008 1-1335,RN,GN N*,68,68,100.0
25,GN N0018 2-1521,RN,GN N*,84,84,100.0
25,GN N0022 2-1362,RN,GN N*,15,15,100.0
25,GN N0024 2,RN,GN N*,61,61,100.0
25,KA 094,RU,autre,5,5,100.0
25,GN N0003 5-1392,RN,GN N*,62,62,100.0
25,GN N0001 9-1575,RN,GN N*,90,90,100.0
25,KA. 050,RU,autre,1,1,100.0
25,GN N0006 1-1147,RN,GN N*,113,113,100.0
25,GN N0002 4-1128,RN,GN N*,39,39,100.0
25,GN N0023 1-1517,RN,GN N*,99,99,100.0
25,GN N0002 4-1126,RN,GN N*,30,30,100.0
25,GN N0001 0,RN,GN N*,83,83,100.0
25,GN N0001 2-1223,RN,GN N*,22,22,100.0
25,GN N0003 5-1390,RN,GN N*,16,16,100.0
25,RN1-OSM-10,RN,*-OSM-*,4,4,100.0
25,GN N0005 4-1579,RN,GN N*,125,125,100.0
25,RN20-OSM-0,RN,*-OSM-*,11,11,100.0
25,GN N0001 4-1075,RN,GN N*,73,73,100.0
25,RN25-OSM-1,RN,*-OSM-*,59,59,100.0
25,RN31-OSM-11,RN,*-OSM-*,7,7,100.0
25,GN N0006 2-1506,RN,GN N*,116,116,100.0
25,RN1-OSM-19,RN,*-OSM-*,39,39,100.0
25,GN N0028 2-1234,RN,GN N*,36,36,100.0
25,GN N0002 6-1461,RN,GN N*,43,43,100.0
25,GN N0003 1-1189,RN,GN N*,66,66,100.0
25,GN N0039 1-1504,RN,GN N*,61,61,100.0
25,GN N0005 3,RN,GN N*,8,8,100.0
25,GN N0026 1,RN,GN N*,58,58,100.0
25,RES-333,RR,RES-*,1,1,100.0
25,GN N0030 1-1313,RN,GN N*,127,127,100.0
25,GN N0008 1-1365,RN,GN N*,29,29,100.0
25,RN4-OSM-5,RN,*-OSM-*,76,76,100.0
25,GN N000110-1260,RN,GN N*,72,72,100.0
25,GN N0019 1,RN,GN N*,62,62,100.0
25,GN N0004 2-1184,RN,GN N*,37,37,100.0
25,GN N0009 1-1343,RN,GN N*,61,61,100.0
25,RN4-OSM-3,RN,*-OSM-*,62,62,100.0
25,GN N0002 4-1127,RN,GN N*,51,51,100.0
25,GN N0027 2-1239,RN,GN N*,147,147,100.0
25,GN N0001 3,RN,GN N*,52,52,100.0
25,GN N0040 1-1375,RN,GN N*,15,15,100.0
25,RN30-OSM-58,RN,*-OSM-*,14,14,100.0
25,GN N0002 6-1463,RN,GN N*,35,35,100.0
25,RN1-OSM-9,RN,*-OSM-*,23,23,100.0
25,KA 007,RU,autre,2,2,100.0
25,GN N0030 2-1311,RN,GN N*,133,133,100.0
25,GN N0002 2-1112,RN,GN N*,68,68,100.0
25,GN N0004 1-1180,RN,GN N*,68,68,100.0
25,GN N0022 1-1208,RN,GN N*,5,5,100.0
25,RN15-OSM-0,RN,*-OSM-*,37,37,100.0
25,GN N0002 3-1124,RN,GN N*,47,47,100.0
25,GN N0012 1,RN,GN N*,80,80,100.0
25,GN N000110-1042,RN,GN N*,8,8,100.0
25,GN N0033 1,RN,GN N*,11,11,100.0
25,GN N0002 5-1137,RN,GN N*,79,79,100.0
25,GN N0001 2-1222,RN,GN N*,20,20,100.0
25,RN29-OSM-18,RN,*-OSM-*,66,66,100.0
25,GN N0002 3-1213,RN,GN N*,57,57,100.0
25,GN N0006 3,RN,GN N*,90,90,100.0
25,GN N0002 1-1093,RN,GN N*,99,99,100.0
25,GN N0001 9-1523,RN,GN N*,65,65,100.0
25,GN N0003 5-1386,RN,GN N*,68,68,100.0
25,RN1-OSM-70,RN,*-OSM-*,28,28,100.0
25,GN N0002 4-1129,RN,GN N*,107,107,100.0
25,RN1-OSM-32,RN,*-OSM-*,10,10,100.0
25,GN N0023 1,RN,GN N*,119,119,100.0
25,GN N0025 2,RN,GN N*,72,72,100.0
25,GN N0026 1-1475,RN,GN N*,96,96,100.0
25,GN N0033 1-1281,RN,GN N*,101,101,100.0
25,GN N0006 1-1534,RN,GN N*,84,84,100.0
25,GN N0005 1,RN,GN N*,49,49,100.0
25,RN23-OSM-0,RN,*-OSM-*,38,38,100.0
25,GN N0027 1-1320,RN,GN N*,21,21,100.0
25,GN N0018 1-1467,RN,GN N*,69,69,100.0
25,GN N0002 2-1109,RN,GN N*,55,55,100.0
25,GN N0039 1-1505,RN,GN N*,81,81,100.0
25,GN N0003 3-1198,RN,GN N*,7,7,100.0
25,GN N0022 3-1376,RN,GN N*,32,32,100.0
25,GN N0008 1-1331,RN,GN N*,54,54,100.0
25,GN N0002 4-1133,RN,GN N*,61,61,100.0
25,GN N0030 2-1543,RN,GN N*,108,108,100.0
25,GN N0002 3-1120,RN,GN N*,43,43,100.0
25,GN N0002 6-1464,RN,GN N*,18,18,100.0
25,GN N0001 3-1226,RN,GN N*,16,16,100.0
25,GN N0005 2-1169,RN,GN N*,43,43,100.0
25,GN N0005 2-1449,RN,GN N*,30,30,100.0
25,GN N0006 3-1161,RN,GN N*,76,76,100.0
25,GN N0018 1,RN,GN N*,53,53,100.0
25,GN N0002 5-1532,RN,GN N*,65,65,100.0
25,GN N0001 4-1070,RN,GN N*,52,52,100.0
25,GN N0002 1,RN,GN N*,31,31,100.0
25,GN N0004 1-1173,RN,GN N*,47,47,100.0
25,GN N0006 1-1132,RN,GN N*,50,50,100.0
25,GN N0031 1-1535,RN,GN N*,98,98,100.0
25,GN N0001 3-1063,RN,GN N*,34,34,100.0
25,GN N0021 1-1153,RN,GN N*,25,25,100.0
25,GN N0001 3-1215,RN,GN N*,83,83,100.0
25,GN N0001 4-1062,RN,GN N*,39,39,100.0
25,GN N0011 1-1265,RN,GN N*,106,106,100.0
25,GN N0002 6,RN,GN N*,15,15,100.0
25,GN N0001 7-1477,RN,GN N*,86,86,100.0
25,RN1-OSM-35,RN,*-OSM-*,1,1,100.0
25,GN N0002 1-1099,RN,GN N*,40,40,100.0
25,GN N0001 7-1478,RN,GN N*,42,42,100.0
25,GN N0030 2-1248,RN,GN N*,75,75,100.0
25,RN25-OSM-15,RN,*-OSM-*,31,31,100.0
25,GN N0003 2-1196,RN,GN N*,45,45,100.0
25,RES-375,RR,RES-*,1,1,100.0
25,GN N0001 2,RN,GN N*,25,25,100.0
25,RN25-OSM-3,RN,*-OSM-*,32,32,100.0
25,GN N0001 4-1080,RN,GN N*,73,73,100.0
25,GN N0010 1-1273,RN,GN N*,60,60,100.0
25,RN1-OSM-14,RN,*-OSM-*,25,25,100.0
25,GN N0032 1-1511,RN,GN N*,112,112,100.0
100,RES-365,RR,RES-*,29,0,0.0
100,RES-690,RR,RES-*,32,0,0.0
100,RES-513,RR,RES-*,41,0,0.0
100,RES-554,RR,RES-*,20,0,0.0
100,RES-629,RR,RES-*,39,0,0.0
100,RES-735,RR,RES-*,34,0,0.0
100,RES-582,RR,RES-*,29,0,0.0
100,RES-163,RR,RES-*,1,0,0.0
100,RES-4,RR,RES-*,3,0,0.0
100,RES-293,RR,RES-*,15,0,0.0
100,RES-607,RR,RES-*,24,0,0.0
100,RES-73,RR,RES-*,36,0,0.0
100,RES-317,RR,RES-*,26,0,0.0
100,RES-514,RR,RES-*,13,0,0.0
100,RES-178,RR,RES-*,1,0,0.0
100,RES-1027,RR,RES-*,149,0,0.0
100,RES-860,RR,RES-*,53,0,0.0
100,RES-241,RR,RES-*,11,0,0.0
100,RES-100,RR,RES-*,34,0,0.0
100,RES-406,RR,RES-*,46,0,0.0
100,RES-692,RR,RES-*,27,0,0.0
100,RES-549,RR,RES-*,16,0,0.0
100,RES-548,RR,RES-*,22,0,0.0
100,RES-618,RR,RES-*,34,0,0.0
100,RES-540,RR,RES-*,84,0,0.0
100,RES-632,RR,RES-*,1,0,0.0
100,RES-384,RR,RES-*,53,0,0.0
100,RES-99,RR,RES-*,45,0,0.0
100,RES-254,RR,RES-*,148,0,0.0
100,RES-233,RR,RES-*,52,0,0.0
100,RES-128,RR,RES-*,72,0,0.0
100,RES-552,RR,RES-*,27,0,0.0
100,RES-1014,RR,RES-*,27,0,0.0
100,RES-85,RR,RES-*,49,0,0.0
100,RES-616,RR,RES-*,55,0,0.0
100,RES-526,RR,RES-*,41,0,0.0
100,RES-378,RR,RES-*,43,0,0.0
100,RES-737,RR,RES-*,44,0,0.0
100,RES-497,RR,RES-*,7,0,0.0
100,RES-190,RR,RES-*,10,0,0.0
100,RES-70,RR,RES-*,61,0,0.0
100,RES-456,RR,RES-*,23,0,0.0
100,RES-492,RR,RES-*,46,0,0.0
100,RES-993,RR,RES-*,47,0,0.0
100,RES-734,RR,RES-*,2,0,0.0
100,RES-340,RR,RES-*,8,0,0.0
100,GN N0039 1-1569,RN,GN N*,75,0,0.0
100,RES-581,RR,RES-*,15,0,0.0
100,RES-341,RR,RES-*,105,0,0.0
100,RES-16,RR,RES-*,10,0,0.0
100,RES-287,RR,RES-*,26,0,0.0
100,RES-428,RR,RES-*,78,0,0.0
100,GN N0024 1-1403,RN,GN N*,61,0,0.0
100,RES-49,RR,RES-*,70,0,0.0
100,RES-370,RR,RES-*,2,0,0.0
100,RES-243,RR,RES-*,145,0,0.0
100,RES-278,RR,RES-*,51,0,0.0
100,RES-539,RR,RES-*,59,0,0.0
100,RES-260,RR,RES-*,153,0,0.0
100,RES-411,RR,RES-*,55,0,0.0
100,RES-605,RR,RES-*,66,0,0.0
100,RES-534,RR,RES-*,53,0,0.0
100,RES-892,RR,RES-*,98,0,0.0
100,RES-655,RR,RES-*,13,0,0.0
100,RES-820,RR,RES-*,65,0,0.0
100,RES-210,RR,RES-*,26,0,0.0
100,RES-522,RR,RES-*,30,0,0.0
100,RES-600,RR,RES-*,42,0,0.0
100,RES-845,RR,RES-*,42,0,0.0
100,RES-953,RR,RES-*,1,0,0.0
100,RES-441,RR,RES-*,47,0,0.0
100,RES-958,RR,RES-*,30,0,0.0
100,RES-587,RR,RES-*,1,0,0.0
100,RES-170,RR,RES-*,8,0,0.0
100,RES-763,RR,RES-*,69,0,0.0
100,RES-98,RR,RES-*,9,0,0.0
100,RES-573,RR,RES-*,5,0,0.0
100,RES-329,RR,RES-*,44,0,0.0
100,RES-656,RR,RES-*,37,0,0.0
100,RES-808,RR,RES-*,137,0,0.0
100,RES-314,RR,RES-*,21,0,0.0
100,GN N0015 1-1540,RN,GN N*,98,0,0.0
100,RES-669,RR,RES-*,9,0,0.0
100,RES-803,RR,RES-*,58,0,0.0
100,RES-626,RR,RES-*,78,0,0.0
100,RES-494,RR,RES-*,28,0,0.0
100,RES-695,RR,RES-*,77,0,0.0
100,RES-1017,RR,RES-*,40,0,0.0
100,RES-973,RR,RES-*,11,0,0.0
100,RES-458,RR,RES-*,26,0,0.0
100,RES-547,RR,RES-*,36,0,0.0
100,RES-555,RR,RES-*,63,0,0.0
100,RES-893,RR,RES-*,21,0,0.0
100,RES-625,RR,RES-*,68,0,0.0
100,RES-894,RR,RES-*,96,0,0.0
100,RES-999,RR,RES-*,17,0,0.0
100,RES-161,RR,RES-*,9,0,0.0
100,RES-918,RR,RES-*,70,0,0.0
100,RES-185,RR,RES-*,69,0,0.0
100,RES-670,RR,RES-*,19,0,0.0
100,RES-521,RR,RES-*,27,0,0.0
100,RES-393,RR,RES-*,47,0,0.0
100,RES-322,RR,RES-*,13,0,0.0
100,RES-575,RR,RES-*,45,0,0.0
100,RES-1002,RR,RES-*,101,0,0.0
100,RES-123,RR,RES-*,76,0,0.0
100,RES-849,RR,RES-*,157,0,0.0
100,RES-929,RR,RES-*,25,0,0.0
100,RES-22,RR,RES-*,51,0,0.0
100,RES-639,RR,RES-*,99,0,0.0
100,RES-435,RR,RES-*,31,0,0.0
100,RES-535,RR,RES-*,163,0,0.0
100,RES-310,RR,RES-*,1,0,0.0
100,RES-562,RR,RES-*,58,0,0.0
100,RES-482,RR,RES-*,60,0,0.0
100,RES-837,RR,RES-*,45,0,0.0
100,RES-1028,RR,RES-*,75,0,0.0
100,RES-191,RR,RES-*,8,0,0.0
100,GN N0015 1-1541,RN,GN N*,63,0,0.0
100,RES-55,RR,RES-*,34,0,0.0
100,RES-882,RR,RES-*,63,0,0.0
100,RES-654,RR,RES-*,70,0,0.0
100,RES-761,RR,RES-*,99,0,0.0
100,RES-830,RR,RES-*,31,0,0.0
100,RES-342,RR,RES-*,37,0,0.0
100,RES-298,RR,RES-*,19,0,0.0
100,RES-453,RR,RES-*,44,0,0.0
100,RES-349,RR,RES-*,81,0,0.0
100,RES-196,RR,RES-*,56,0,0.0
100,RES-136,RR,RES-*,60,0,0.0
100,RES-795,RR,RES-*,45,0,0.0
100,RES-433,RR,RES-*,50,0,0.0
100,RES-409,RR,RES-*,67,0,0.0
100,RES-137,RR,RES-*,36,0,0.0
100,RES-483,RR,RES-*,77,0,0.0
100,RES-334,RR,RES-*,77,0,0.0
100,RES-853,RR,RES-*,13,0,0.0
100,RES-468,RR,RES-*,5,0,0.0
100,RES-731,RR,RES-*,1,0,0.0
100,RES-392,RR,RES-*,16,0,0.0
100,RES-866,RR,RES-*,32,0,0.0
100,RES-356,RR,RES-*,6,0,0.0
100,RES-835,RR,RES-*,16,0,0.0
100,RES-201,RR,RES-*,49,0,0.0
100,RES-719,RR,RES-*,1,0,0.0
100,RES-51,RR,RES-*,40,0,0.0
100,RES-338,RR,RES-*,57,0,0.0
100,RES-303,RR,RES-*,43,0,0.0
100,RES-118,RR,RES-*,81,0,0.0
100,RES-202,RR,RES-*,7,0,0.0
100,RES-872,RR,RES-*,183,0,0.0
100,RES-950,RR,RES-*,70,0,0.0
100,RES-899,RR,RES-*,29,0,0.0
100,RES-53,RR,RES-*,18,0,0.0
100,RES-738,RR,RES-*,28,0,0.0
100,RES-83,RR,RES-*,96,0,0.0
100,RES-101,RR,RES-*,39,0,0.0
100,RES-878,RR,RES-*,36,0,0.0
100,RES-268,RR,RES-*,139,0,0.0
100,RES-234,RR,RES-*,48,0,0.0
100,RES-911,RR,RES-*,102,0,0.0
100,RES-129,RR,RES-*,54,0,0.0
100,RN24-OSM-30,RN,*-OSM-*,1,0,0.0
100,RES-871,RR,RES-*,25,0,0.0
100,RES-720,RR,RES-*,1,0,0.0
100,RES-159,RR,RES-*,172,0,0.0
100,GN N0008 2-1485,RN,GN N*,78,0,0.0
100,RES-206,RR,RES-*,47,0,0.0
100,RES-339,RR,RES-*,1,0,0.0
100,RES-461,RR,RES-*,41,0,0.0
100,RES-933,RR,RES-*,153,0,0.0
100,RES-515,RR,RES-*,49,0,0.0
100,RES-975,RR,RES-*,52,0,0.0
100,RES-3,RR,RES-*,16,0,0.0
100,RES-11,RR,RES-*,18,0,0.0
100,RES-617,RR,RES-*,49,0,0.0
100,RES-685,RR,RES-*,12,0,0.0
100,RES-858,RR,RES-*,139,0,0.0
100,RES-106,RR,RES-*,25,0,0.0
100,RES-706,RR,RES-*,1,0,0.0
100,RES-532,RR,RES-*,37,0,0.0
100,RES-244,RR,RES-*,61,0,0.0
100,RES-126,RR,RES-*,22,0,0.0
100,RES-987,RR,RES-*,61,0,0.0
100,RES-120,RR,RES-*,10,0,0.0
100,GN N0008 2-1486,RN,GN N*,51,0,0.0
100,RES-247,RR,RES-*,71,0,0.0
100,RES-1016,RR,RES-*,68,0,0.0
100,RES-903,RR,RES-*,52,0,0.0
100,RES-436,RR,RES-*,26,0,0.0
100,RES-630,RR,RES-*,120,0,0.0
100,RES-462,RR,RES-*,16,0,0.0
100,RES-92,RR,RES-*,1,0,0.0
100,RES-403,RR,RES-*,53,0,0.0
100,RES-449,RR,RES-*,29,0,0.0
100,RES-896,RR,RES-*,51,0,0.0
100,RES-962,RR,RES-*,31,0,0.0
100,RES-904,RR,RES-*,39,0,0.0
100,RES-193,RR,RES-*,9,0,0.0
100,RES-262,RR,RES-*,29,0,0.0
100,RES-81,RR,RES-*,153,0,0.0
100,RES-924,RR,RES-*,25,0,0.0
100,RES-990,RR,RES-*,99,0,0.0
100,RES-242,RR,RES-*,10,0,0.0
100,RES-653,RR,RES-*,79,0,0.0
100,RES-620,RR,RES-*,58,0,0.0
100,RES-499,RR,RES-*,28,0,0.0
100,GN N0028 2-1233,RN,GN N*,54,0,0.0
100,RES-168,RR,RES-*,30,0,0.0
100,RES-646,RR,RES-*,97,0,0.0
100,RES-602,RR,RES-*,49,0,0.0
100,RES-908,RR,RES-*,114,0,0.0
100,RES-443,RR,RES-*,37,0,0.0
100,RES-232,RR,RES-*,161,0,0.0
100,RES-565,RR,RES-*,61,0,0.0
100,RES-327,RR,RES-*,17,0,0.0
100,RES-704,RR,RES-*,23,0,0.0
100,RES-831,RR,RES-*,77,0,0.0
100,RES-270,RR,RES-*,23,0,0.0
100,RES-947,RR,RES-*,41,0,0.0
100,RES-666,RR,RES-*,14,0,0.0
100,RES-157,RR,RES-*,43,0,0.0
100,RES-450,RR,RES-*,51,0,0.0
100,RES-1001,RR,RES-*,71,0,0.0
100,RES-208,RR,RES-*,35,0,0.0
100,RES-302,RR,RES-*,44,0,0.0
100,RES-909,RR,RES-*,25,0,0.0
100,RES-398,RR,RES-*,42,0,0.0
100,RES-703,RR,RES-*,23,0,0.0
100,RES-897,RR,RES-*,29,0,0.0
100,RES-502,RR,RES-*,69,0,0.0
100,RES-324,RR,RES-*,11,0,0.0
100,RES-991,RR,RES-*,29,0,0.0
100,RES-493,RR,RES-*,24,0,0.0
100,RES-217,RR,RES-*,64,0,0.0
100,RES-585,RR,RES-*,22,0,0.0
100,RES-715,RR,RES-*,52,0,0.0
100,RES-906,RR,RES-*,105,0,0.0
100,RES-311,RR,RES-*,99,0,0.0
100,RES-886,RR,RES-*,27,0,0.0
100,RES-816,RR,RES-*,19,0,0.0
100,RES-508,RR,RES-*,97,0,0.0
100,RES-511,RR,RES-*,27,0,0.0
100,RES-965,RR,RES-*,157,0,0.0
100,RES-705,RR,RES-*,28,0,0.0
100,RES-432,RR,RES-*,41,0,0.0
100,RES-97,RR,RES-*,50,0,0.0
100,RES-615,RR,RES-*,54,0,0.0
100,RES-84,RR,RES-*,149,0,0.0
100,RES-1015,RR,RES-*,69,0,0.0
100,RES-829,RR,RES-*,111,0,0.0
100,RES-902,RR,RES-*,40,0,0.0
100,RES-347,RR,RES-*,61,0,0.0
100,RES-841,RR,RES-*,26,0,0.0
100,RES-928,RR,RES-*,143,0,0.0
100,RES-568,RR,RES-*,39,0,0.0
100,RES-687,RR,RES-*,1,0,0.0
100,RES-688,RR,RES-*,27,0,0.0
100,RES-818,RR,RES-*,37,0,0.0
100,RES-276,RR,RES-*,30,0,0.0
100,RES-762,RR,RES-*,82,0,0.0
100,RES-612,RR,RES-*,51,0,0.0
100,RES-133,RR,RES-*,1,0,0.0
100,RES-87,RR,RES-*,44,0,0.0
100,RES-358,RR,RES-*,33,0,0.0
100,RES-478,RR,RES-*,26,0,0.0
100,RES-407,RR,RES-*,73,0,0.0
100,RES-410,RR,RES-*,55,0,0.0
100,RES-689,RR,RES-*,31,0,0.0
100,RES-96,RR,RES-*,19,0,0.0
100,RES-487,RR,RES-*,29,0,0.0
100,RES-181,RR,RES-*,291,0,0.0
100,RES-20,RR,RES-*,4,0,0.0
100,RES-756,RR,RES-*,71,0,0.0
100,RES-608,RR,RES-*,60,0,0.0
100,RES-813,RR,RES-*,29,0,0.0
100,RES-337,RR,RES-*,116,0,0.0
100,RES-986,RR,RES-*,61,0,0.0
100,RES-812,RR,RES-*,123,0,0.0
100,RES-891,RR,RES-*,53,0,0.0
100,RES-218,RR,RES-*,16,0,0.0
100,GN N0039 1-1572,RN,GN N*,70,0,0.0
100,RES-834,RR,RES-*,11,0,0.0
100,RES-488,RR,RES-*,46,0,0.0
100,RES-652,RR,RES-*,41,0,0.0
100,RES-501,RR,RES-*,38,0,0.0
100,RN4-OSM-0,RN,*-OSM-*,2,0,0.0
100,RES-917,RR,RES-*,77,0,0.0
100,RES-36,RR,RES-*,45,0,0.0
100,RES-2,RR,RES-*,61,0,0.0
100,RES-716,RR,RES-*,65,0,0.0
100,RES-504,RR,RES-*,27,0,0.0
100,RES-807,RR,RES-*,75,0,0.0
100,RES-124,RR,RES-*,41,0,0.0
100,RES-968,RR,RES-*,46,0,0.0
100,RES-246,RR,RES-*,166,0,0.0
100,RES-726,RR,RES-*,1,0,0.0
100,RES-599,RR,RES-*,6,0,0.0
100,RES-463,RR,RES-*,69,0,0.0
100,RES-277,RR,RES-*,30,0,0.0
100,RES-725,RR,RES-*,32,0,0.0
100,RES-592,RR,RES-*,50,0,0.0
100,RES-895,RR,RES-*,35,0,0.0
100,RES-628,RR,RES-*,28,0,0.0
100,RES-496,RR,RES-*,48,0,0.0
100,RES-82,RR,RES-*,94,0,0.0
100,RES-481,RR,RES-*,79,0,0.0
100,RES-209,RR,RES-*,29,0,0.0
100,RES-357,RR,RES-*,44,0,0.0
100,RES-510,RR,RES-*,97,0,0.0
100,RES-842,RR,RES-*,13,0,0.0
100,RES-657,RR,RES-*,18,0,0.0
100,RES-183,RR,RES-*,75,0,0.0
100,RES-524,RR,RES-*,58,0,0.0
100,RES-400,RR,RES-*,6,0,0.0
100,RES-125,RR,RES-*,10,0,0.0
100,RES-771,RR,RES-*,53,0,0.0
100,RES-252,RR,RES-*,22,0,0.0
100,RES-530,RR,RES-*,26,0,0.0
100,RES-887,RR,RES-*,151,0,0.0
100,RES-275,RR,RES-*,8,0,0.0
100,RES-783,RR,RES-*,132,0,0.0
100,RES-228,RR,RES-*,54,0,0.0
100,RES-352,RR,RES-*,64,0,0.0
100,RES-800,RR,RES-*,58,0,0.0
100,RES-364,RR,RES-*,30,0,0.0
100,RES-824,RR,RES-*,33,0,0.0
100,RES-440,RR,RES-*,7,0,0.0
100,RES-25,RR,RES-*,32,0,0.0
100,RES-399,RR,RES-*,74,0,0.0
100,RES-211,RR,RES-*,61,0,0.0
100,RES-529,RR,RES-*,39,0,0.0
100,RES-578,RR,RES-*,7,0,0.0
100,RES-491,RR,RES-*,21,0,0.0
100,RES-442,RR,RES-*,62,0,0.0
100,RES-517,RR,RES-*,14,0,0.0
100,RES-855,RR,RES-*,49,0,0.0
100,RES-229,RR,RES-*,86,0,0.0
100,RES-24,RR,RES-*,19,0,0.0
100,RES-811,RR,RES-*,34,0,0.0
100,RES-255,RR,RES-*,1,0,0.0
100,RES-806,RR,RES-*,97,0,0.0
100,RES-484,RR,RES-*,53,0,0.0
100,RES-885,RR,RES-*,92,0,0.0
100,RES-569,RR,RES-*,41,0,0.0
100,RES-637,RR,RES-*,30,0,0.0
100,RES-544,RR,RES-*,35,0,0.0
100,RES-833,RR,RES-*,13,0,0.0
100,RES-331,RR,RES-*,32,0,0.0
100,RES-728,RR,RES-*,43,0,0.0
100,RES-546,RR,RES-*,37,0,0.0
100,RES-1000,RR,RES-*,22,0,0.0
100,RES-396,RR,RES-*,30,0,0.0
100,RES-470,RR,RES-*,37,0,0.0
100,RES-960,RR,RES-*,33,0,0.0
100,RES-419,RR,RES-*,38,0,0.0
100,RES-912,RR,RES-*,72,0,0.0
100,RES-919,RR,RES-*,160,0,0.0
100,RES-184,RR,RES-*,83,0,0.0
100,RES-890,RR,RES-*,69,0,0.0
100,RES-861,RR,RES-*,24,0,0.0
100,RES-452,RR,RES-*,33,0,0.0
100,RES-131,RR,RES-*,73,0,0.0
100,RES-747,RR,RES-*,126,0,0.0
100,RES-479,RR,RES-*,137,0,0.0
100,RES-580,RR,RES-*,11,0,0.0
100,RES-995,RR,RES-*,68,0,0.0
100,RES-745,RR,RES-*,13,0,0.0
100,RES-434,RR,RES-*,73,0,0.0
100,RES-220,RR,RES-*,40,0,0.0
100,RES-377,RR,RES-*,32,0,0.0
100,RES-328,RR,RES-*,33,0,0.0
100,RES-316,RR,RES-*,1,0,0.0
100,RES-130,RR,RES-*,7,0,0.0
100,RES-94,RR,RES-*,39,0,0.0
100,RES-429,RR,RES-*,1,0,0.0
100,RES-672,RR,RES-*,33,0,0.0
100,RES-507,RR,RES-*,62,0,0.0
100,RES-354,RR,RES-*,35,0,0.0
100,RES-832,RR,RES-*,25,0,0.0
100,RES-730,RR,RES-*,104,0,0.0
100,RES-863,RR,RES-*,382,1,0.3
100,RES-937,RR,RES-*,217,1,0.5
100,RES-1026,RR,RES-*,373,2,0.5
100,RES-323,RR,RES-*,185,1,0.5
100,RES-864,RR,RES-*,210,1,0.5
100,RES-936,RR,RES-*,189,1,0.5
100,RES-305,RR,RES-*,180,1,0.6
100,RES-935,RR,RES-*,162,1,0.6
100,RES-151,RR,RES-*,156,1,0.6
100,RES-622,RR,RES-*,139,1,0.7
100,RES-790,RR,RES-*,148,1,0.7
100,RES-921,RR,RES-*,275,2,0.7
100,RES-952,RR,RES-*,141,1,0.7
100,RES-964,RR,RES-*,135,1,0.7
100,RES-758,RR,RES-*,138,1,0.7
100,RES-306,RR,RES-*,130,1,0.8
100,RES-251,RR,RES-*,122,1,0.8
100,RES-1019,RR,RES-*,112,1,0.9
100,RES-471,RR,RES-*,117,1,0.9
100,RES-1011,RR,RES-*,100,1,1.0
100,RES-226,RR,RES-*,100,1,1.0
100,RES-256,RR,RES-*,203,2,1.0
100,RES-505,RR,RES-*,101,1,1.0
100,RES-437,RR,RES-*,105,1,1.0
100,RES-1024,RR,RES-*,185,2,1.1
100,RES-923,RR,RES-*,183,2,1.1
100,RES-506,RR,RES-*,94,1,1.1
100,RES-50,RR,RES-*,94,1,1.1
100,RES-139,RR,RES-*,93,1,1.1
100,RES-355,RR,RES-*,82,1,1.2
